# path.csv file for V-REP kilobot motion planning scene.
# All lines beginning with a # are treated as a comment and ignored.
# Below is a solution path represented as a sequence of nodes of the graph.
1,2,5,6,8,10,13,17,18,19,21,24,30,36,40,47,50,54,65,66,69,70
